satisfaction_level,last_evaluation,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,hire_date,move_date,end_date,leader_host,country_home,culture_home,country_host,culture_host,function_host,business Size_host,economic Perspective_host,fired_quit,buzz_bust
0.61,0.89,2,287,0,0,medium,27-Oct-14,01-Mar-17,28-Feb-18,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.89,2,239,1,0,medium,22-Mar-04,01-Sep-14,31-Aug-18,consistent,united states,egalitarian,united states,egalitarian,medical,united states,positive,no,buzz
0.17,0.5,4,274,0,0,medium,31-Mar-03,01-Oct-18,30-Sep-20,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.61,0.6,4,121,0,0,medium,03-Jun-02,28-Sep-15,30-Sep-18,well placed talent,united states,egalitarian,denmark,egalitarian,operations,sbu,positive,no,buzz
0.73,0.74,5,199,0,0,medium,15-May-95,04-Aug-14,31-May-18,key talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.3,0.39,3,175,0,0,medium,08-Aug-01,00-Jan-00,29-Dec-14,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.42,0.67,2,115,0,0,high,22-Sep-03,27-Jun-16,30-Jun-18,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.65,0.75,3,194,1,0,low,12-May-97,03-Aug-15,31-Jul-20,key talent,united states,egalitarian,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.5,0.55,2,119,0,0,medium,05-Feb-90,00-Jan-00,31-Aug-15,key talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.5,0.82,5,162,1,0,medium,12-Jul-93,01-Jul-18,30-Jun-21,key talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.7,0.78,5,264,0,0,medium,16-Sep-91,26-Dec-11,28-Feb-17,well placed talent,belgium,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.87,0.89,3,179,0,0,medium,21-Nov-94,02-Mar-15,31-Jul-19,key talent,united states,egalitarian,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.43,0.44,5,213,0,0,low,01-Jul-07,21-Feb-11,30-Apr-19,well placed talent,germany,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.84,0.65,3,269,0,0,low,19-Jun-00,03-Mar-14,01-May-16,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.94,0.55,3,160,0,0,low,21-Jun-99,28-Sep-15,28-Sep-18,well placed talent,united states,egalitarian,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.76,4,133,0,0,low,11-Apr-96,01-Dec-14,31-Aug-19,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.69,0.75,5,201,0,0,low,06-Sep-11,31-Aug-15,30-Aug-19,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.18,0.7,4,160,0,0,low,26-Sep-11,03-Mar-14,00-Jan-00,poor perfomer,united states,egalitarian,united states,egalitarian,communication,united states,positive,no,buzz
0.98,0.69,3,274,0,0,low,16-Dec-91,30-Nov-15,30-Jun-18,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.3,0.88,5,245,0,0,low,05-Aug-02,03-Aug-15,03-Aug-18,well placed talent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,no,buzz
0.53,0.55,3,237,0,0,medium,15-May-95,01-Dec-14,31-Dec-18,key talent,argentina,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.76,0.9,3,279,0,0,medium,09-Mar-98,02-Mar-15,01-Mar-20,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.67,0.96,4,207,0,0,medium,30-Dec-13,30-Dec-13,30-Dec-18,well placed talent,thailand,hierarquical,united states,egalitarian,communication,united states,positive,no,buzz
0.12,0.84,4,218,0,0,medium,24-Jul-00,02-May-16,02-May-19,well placed talent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.42,0.41,5,240,0,0,medium,15-Aug-05,02-Nov-15,02-Nov-18,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.69,0.76,3,153,0,0,medium,01-Sep-15,01-Oct-17,30-Sep-22,well placed talent,singapore,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.63,0.96,3,144,0,0,medium,09-Feb-98,29-Jun-09,31-Dec-18,key talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.66,0.62,2,159,1,0,medium,23-Jun-14,01-Aug-18,31-Jul-20,key talent,united states,egalitarian,denmark,egalitarian,operations,sbu,positive,no,buzz
0.5,0.5,3,237,0,0,medium,01-May-88,03-Aug-15,03-Aug-18,consistent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.67,0.82,5,148,1,0,medium,20-Jun-05,01-Sep-18,31-Aug-19,key talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.59,0.62,4,205,0,0,medium,13-Jun-05,01-Nov-18,31-Oct-20,consistent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.8,0.78,2,264,1,0,medium,15-Aug-05,00-Jan-00,01-Dec-14,consistent,united states,egalitarian,denmark,egalitarian,medical,sbu,positive,no,buzz
0.9,0.89,5,189,0,0,medium,17-Oct-05,01-Nov-17,31-Oct-19,consistent,united states,egalitarian,united states,egalitarian,compliance,united states,positive,no,buzz
1,0.75,3,243,0,0,medium,30-Oct-01,01-Sep-14,01-Sep-17,well placed talent,ireland,top-down,united states,egalitarian,market access,united states,positive,no,buzz
0.44,0.42,2,199,0,0,medium,08-Sep-04,01-Aug-18,31-Jul-20,consistent,ireland,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.65,0.78,4,205,0,0,medium,04-Feb-02,03-Oct-11,03-Aug-15,key talent,ireland,top-down,denmark,egalitarian,finance,sbu,positive,no,buzz
0.9,0.63,3,184,0,0,medium,13-Feb-95,28-Sep-15,31-Aug-20,consistent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.58,0.79,2,274,0,0,medium,01-Dec-07,28-Sep-15,28-Sep-18,consistent,taiwan,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.9,4,181,0,0,medium,01-Oct-01,00-Jan-00,03-Nov-14,consistent,canada,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.71,3,205,0,0,medium,26-Jun-95,00-Jan-00,01-Nov-14,consistent,canada,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.14,0.98,5,172,0,0,medium,12-Dec-01,26-Aug-13,08-Jul-18,consistent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.57,0.7,3,164,0,0,medium,13-Mar-06,00-Jan-00,29-Dec-14,poor perfomer,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.52,0.82,3,138,1,0,medium,06-Mar-06,01-Aug-17,23-Apr-20,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.71,0.55,5,262,0,0,medium,01-Dec-94,04-Apr-11,01-Oct-16,well placed talent,guatemala,hierarquical,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.27,0.75,5,264,0,0,medium,01-Jul-11,29-Feb-16,01-Dec-18,consistent,colombia,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.49,0.52,3,225,0,0,high,01-Jun-04,30-Mar-15,31-Mar-18,consistent,belgium,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.59,0.5,3,199,0,0,high,01-Jan-02,01-Apr-13,00-Jan-00,well placed talent,italy,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.24,0.65,6,210,0,0,high,01-Jun-99,02-Feb-15,31-Jan-16,well placed talent,germany,consensual,denmark,egalitarian,operations,sbu,positive,no,buzz
0.18,0.87,6,226,0,0,high,01-May-95,02-Aug-10,03-Jan-16,consistent,great britain,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.73,0.62,5,134,0,0,high,01-Nov-96,01-Feb-16,31-Aug-20,well placed talent,germany,consensual,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.78,0.63,6,111,0,0,high,03-Sep-01,29-Sep-14,30-Sep-17,key talent,italy,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.94,0.73,5,142,1,0,high,01-Oct-99,28-Sep-15,30-Sep-19,well placed talent,germany,consensual,denmark,egalitarian,operations,sbu,positive,no,buzz
0.86,0.53,3,213,0,0,high,01-Aug-05,31-Aug-15,31-Aug-19,well placed talent,germany,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.9,0.88,4,139,0,0,high,09-Sep-91,04-Apr-11,00-Jan-00,consistent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.49,0.54,3,145,0,0,high,05-Oct-09,30-Mar-15,31-Mar-18,consistent,colombia,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.82,0.48,4,149,0,0,high,01-Jun-95,02-Jul-12,30-Jun-18,well placed talent,croatia,egalitarian,denmark,egalitarian,communication,sbu,positive,no,buzz
0.86,0.64,4,147,1,0,high,05-Apr-04,03-Aug-15,03-Aug-19,well placed talent,israel,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.5,0.55,3,193,1,0,low,01-Mar-06,00-Jan-00,01-Jun-15,key talent,argentina,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.7,0.55,4,270,0,0,low,04-Nov-13,24-Mar-14,31-Jan-16,key talent,austria,egalitarian,united states,egalitarian,bts,united states,positive,no,buzz
0.8,0.78,5,266,0,0,low,16-Mar-99,29-Dec-14,31-Dec-17,well placed talent,spain,hierarquical,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.36,0.63,2,278,0,0,low,21-Jan-99,04-Mar-13,00-Jan-00,consistent,portugal,top-down,united states,egalitarian,human resources,united states,positive,no,buzz
0.4,0.61,3,165,0,0,low,01-Jan-97,27-Aug-07,03-Aug-15,consistent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.8,0.58,4,175,0,0,low,01-Jan-12,30-Jun-14,30-Jun-19,well placed talent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.73,4,140,0,0,low,17-Jan-05,30-Nov-09,27-Sep-15,consistent,venezuela,top-down,denmark,egalitarian,medical,sbu,positive,no,buzz
0.92,0.67,3,149,0,0,low,30-Jun-08,00-Jan-00,29-Dec-14,well placed talent,colombia,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.68,1,3,205,0,0,low,02-Jan-96,01-May-19,30-Apr-20,consistent,hungary,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.59,3,253,0,0,low,03-Apr-06,01-Feb-16,31-Dec-19,consistent,taiwan,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.54,3,222,0,0,low,16-May-05,04-Nov-13,04-Nov-18,consistent,spain,hierarquical,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.85,0.69,4,216,0,0,low,14-Nov-94,01-Aug-16,31-Jul-17,well placed talent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.69,0.6,3,139,0,0,low,08-Jul-02,00-Jan-00,04-May-15,key talent,brazil,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.57,0.52,4,252,0,0,low,22-Jan-02,01-Jan-18,30-Sep-19,consistent,spain,hierarquical,united states,egalitarian,legal,united states,positive,no,buzz
0.33,0.72,2,173,0,0,low,01-Apr-05,01-Sep-14,31-Jul-18,consistent,italy,hierarquical,denmark,egalitarian,medical,sbu,positive,no,buzz
0.19,0.48,6,178,1,0,medium,01-Dec-04,24-Jan-11,29-Dec-14,consistent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.53,0.63,3,160,0,0,medium,20-Jun-05,03-Aug-15,03-Aug-18,key talent,spain,hierarquical,united states,egalitarian,human resources,united states,positive,no,buzz
0.52,0.88,3,261,0,0,medium,23-Oct-95,01-Sep-14,15-Aug-19,consistent,italy,hierarquical,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.13,0.52,6,188,0,0,medium,01-Aug-05,29-Jul-13,31-Jul-16,consistent,norway,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.5,0.73,4,219,0,0,medium,01-Jan-03,01-Apr-19,31-Mar-22,key talent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.64,4,263,0,0,medium,01-Oct-99,01-Oct-12,00-Jan-00,consistent,germany,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.59,4,165,0,0,medium,01-Dec-05,01-Sep-17,31-Aug-20,consistent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.16,0.76,6,218,0,0,medium,01-Jan-02,28-Apr-14,28-Apr-17,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.43,0.46,2,239,1,0,medium,10-Jan-00,30-Dec-13,30-Oct-16,well placed talent,slovakia,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.63,3,212,1,0,medium,26-Apr-04,03-Jun-13,02-Oct-16,consistent,ireland,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.51,0.67,4,133,0,0,medium,20-Oct-08,28-Jan-13,26-Jun-16,consistent,russia,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.55,5,250,1,0,medium,01-Dec-04,21-Apr-14,31-Jul-16,consistent,israel,hierarquical,denmark,egalitarian,finance,sbu,positive,no,buzz
0.61,0.45,3,114,0,0,high,01-Jan-11,02-Sep-13,02-Sep-16,well placed talent,bulgaria,top-down,united states,egalitarian,operations,united states,positive,no,buzz
0.65,0.57,3,168,0,0,high,02-Jul-03,02-Apr-12,26-Jun-16,key talent,belgium,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.95,0.83,4,252,0,0,high,27-May-02,29-Sep-14,29-Sep-19,well placed talent,ireland,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.63,0.64,5,189,0,0,high,08-Jun-98,28-Apr-14,29-Aug-16,well placed talent,italy,hierarquical,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.72,0.6,3,265,1,0,high,14-Jun-04,01-Sep-18,31-Aug-21,key talent,portugal,top-down,united states,egalitarian,human resources,united states,positive,no,buzz
0.8,0.57,3,176,0,0,high,15-Jul-02,29-Sep-14,30-Jun-18,key talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.7,0.57,4,150,0,0,high,05-Nov-01,02-Mar-15,02-Mar-16,key talent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.45,0.79,5,97,1,0,high,22-Aug-05,30-Jul-12,04-Jan-16,well placed talent,ireland,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.64,0.85,4,265,0,0,low,15-Mar-04,01-Jan-19,31-Dec-20,key talent,australia,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.94,0.48,4,260,0,0,low,07-Jul-03,02-Mar-15,01-Jan-17,well placed talent,colombia,top-down,united states,egalitarian,operations,united states,positive,no,buzz
0.57,0.76,4,164,0,0,low,03-Mar-03,02-Mar-15,02-Mar-19,well placed talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.35,0.56,4,142,0,0,low,15-May-03,02-Mar-15,01-Aug-17,well placed talent,netherlands,consensual,denmark,egalitarian,medical,sbu,positive,no,buzz
0.8,0.81,2,247,0,0,low,30-Apr-07,22-Sep-14,22-Sep-16,consistent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.7,0.92,5,182,0,0,low,01-Oct-01,04-May-15,30-Sep-19,well placed talent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.7,0.47,2,238,0,0,low,01-Mar-06,01-Jan-17,31-Dec-19,poor perfomer,germany,consensual,united states,egalitarian,communication,united states,positive,no,buzz
0.61,0.62,3,191,0,0,low,01-Apr-06,03-Oct-16,03-Oct-19,well placed talent,germany,consensual,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.78,0.87,4,178,0,0,medium,02-May-06,26-Aug-13,28-Aug-16,well placed talent,great britain,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.97,0.77,4,208,0,0,medium,15-Jul-02,29-Sep-14,31-Jul-18,key talent,great britain,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.51,0.76,3,256,0,0,medium,16-Oct-00,03-Aug-15,31-Jul-18,well placed talent,great britain,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.56,0.71,5,243,0,0,medium,14-Dec-09,29-Jul-13,31-May-18,well placed talent,ireland,top-down,denmark,egalitarian,communication,sbu,positive,no,buzz
0.87,0.55,3,233,0,0,medium,30-May-05,01-Sep-17,31-Aug-20,well placed talent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.64,0.78,5,200,0,0,medium,17-Jul-06,03-Aug-15,30-Apr-17,consistent,colombia,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.6,0.85,2,226,1,0,medium,14-Aug-06,01-Aug-11,04-Aug-14,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.9,0.76,2,150,0,0,medium,01-Oct-06,01-Feb-18,31-Jan-20,key talent,germany,consensual,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.54,0.62,2,141,0,0,medium,01-Jul-91,01-Jul-13,00-Jan-00,key talent,spain,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.23,0.8,5,139,0,0,medium,16-Oct-06,01-Sep-18,31-Aug-21,consistent,"korea, republic of",hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.8,0.81,3,199,1,0,medium,25-Sep-06,01-Jul-17,30-Jun-20,key talent,turkey,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.23,0.78,4,154,1,0,medium,01-Sep-06,26-May-08,01-Sep-14,consistent,lithuania,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.9,0.51,3,247,0,0,medium,01-Apr-05,30-Jan-12,29-Aug-16,consistent,germany,consensual,united states,egalitarian,medical,united states,positive,no,buzz
0.35,0.6,5,239,0,0,medium,01-Jul-07,29-Aug-11,01-Oct-16,consistent,spain,hierarquical,united states,egalitarian,compliance,united states,positive,no,buzz
0.67,0.8,4,137,0,0,medium,14-Nov-06,29-Sep-14,29-Sep-16,well placed talent,colombia,top-down,united states,egalitarian,market access,united states,positive,no,buzz
0.46,0.6,4,119,0,0,medium,14-Nov-06,01-Dec-18,01-Jun-20,consistent,italy,hierarquical,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.84,0.98,4,134,1,0,medium,29-Jan-07,01-Apr-13,29-May-16,key talent,france,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.79,3,243,0,0,medium,12-Feb-07,02-Nov-15,31-Mar-19,consistent,great britain,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.8,0.93,5,210,0,0,medium,04-Aug-08,31-Aug-15,31-Aug-18,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.69,0.57,4,265,0,0,medium,01-Mar-07,00-Jan-00,01-Dec-14,consistent,poland,consensual,denmark,egalitarian,operations,sbu,positive,no,buzz
0.69,0.75,4,204,0,0,medium,19-Mar-07,02-Apr-12,01-Oct-16,consistent,turkey,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.81,6,273,0,0,medium,01-Apr-07,01-Jun-15,31-May-19,consistent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.79,0.7,3,177,0,0,medium,14-May-07,30-Dec-13,31-Mar-19,poor perfomer,great britain,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.5,0.65,5,285,0,0,high,01-Feb-03,01-Mar-18,28-Feb-20,consistent,greece,consensual,denmark,egalitarian,finance,sbu,positive,no,buzz
0.84,0.72,4,222,0,0,low,03-Oct-11,01-Dec-18,30-Nov-19,well placed talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.48,0.94,3,185,1,0,medium,30-Apr-07,03-Oct-11,31-Oct-14,consistent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.87,5,151,0,0,medium,03-Jul-07,01-Apr-13,03-Oct-16,consistent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.64,0.96,3,109,0,0,medium,26-Mar-11,01-Jun-17,31-May-20,well placed talent,spain,hierarquical,denmark,egalitarian,finance,sbu,positive,no,buzz
0.58,0.53,4,192,0,0,medium,28-Mar-11,28-Mar-16,31-Jan-19,well placed talent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.66,0.89,4,139,0,0,medium,01-Nov-11,30-Jun-14,31-Jul-20,consistent,france,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.76,0.98,4,191,0,0,medium,01-Dec-07,00-Jan-00,31-Aug-15,well placed talent,sweden,consensual,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.5,0.55,6,114,0,0,medium,12-Nov-07,00-Jan-00,01-Dec-14,key talent,italy,hierarquical,denmark,egalitarian,market access,sbu,positive,no,buzz
0.49,0.87,3,212,0,0,medium,14-Jan-08,02-Sep-13,00-Jan-00,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.81,0.51,3,162,0,0,medium,01-Jan-08,02-Mar-15,02-Sep-15,well placed talent,germany,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.42,0.48,5,191,0,0,medium,14-Jan-08,26-May-08,01-Nov-18,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.17,0.85,3,234,0,0,low,02-Sep-13,29-Sep-14,30-Sep-15,consistent,france,hierarquical,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.49,0.59,4,265,0,0,low,19-Mar-08,01-Dec-14,03-Nov-15,well placed talent,turkey,top-down,united states,egalitarian,communication,united states,positive,no,buzz
0.34,0.69,6,283,0,0,low,01-Apr-08,01-Jan-19,01-Jan-21,well placed talent,japan,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.86,0.81,3,232,0,0,low,07-Oct-09,02-Feb-15,31-Oct-16,key talent,brazil,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.53,0.71,4,208,1,0,low,18-Jul-05,01-Aug-18,31-Jul-21,key talent,south africa,consensual,denmark,egalitarian,bts,sbu,positive,no,buzz
0.49,0.99,4,258,1,0,low,01-May-08,24-Jan-11,03-Aug-15,well placed talent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.49,0.63,3,175,0,0,low,02-Jun-08,01-Aug-17,23-Apr-20,consistent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.51,0.59,3,238,0,0,high,09-Jun-08,29-Dec-14,29-Dec-16,consistent,spain,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.64,0.52,3,166,0,0,low,30-Jul-08,01-Feb-17,31-Jan-20,well placed talent,ireland,top-down,denmark,egalitarian,operations,sbu,positive,no,buzz
0.62,0.85,4,225,0,0,high,21-Jul-08,30-Jun-14,30-Jun-17,consistent,hungary,consensual,united states,egalitarian,medical,united states,positive,no,buzz
0.81,0.52,4,221,0,0,high,19-Jul-13,30-Mar-15,01-Jun-19,well placed talent,ukraine,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.57,2,263,0,0,low,02-Aug-14,31-Aug-15,31-Aug-18,consistent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.66,4,218,1,0,low,15-Oct-08,25-Aug-14,31-Jul-16,consistent,netherlands,consensual,denmark,egalitarian,finance,sbu,positive,no,buzz
0.9,0.68,5,236,0,0,high,17-Nov-08,03-Aug-15,03-Aug-16,consistent,estonia,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.73,0.68,5,133,0,0,low,01-Oct-08,24-Oct-11,15-Dec-14,well placed talent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.98,0.73,2,237,0,0,medium,10-Nov-08,30-May-11,29-Sep-14,key talent,sweden,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.48,3,204,0,0,high,12-Jan-09,01-Jun-15,31-Oct-17,consistent,united states,egalitarian,denmark,egalitarian,legal,sbu,positive,no,buzz
0.9,0.99,3,166,0,0,medium,01-Dec-08,04-Aug-14,31-Dec-16,consistent,colombia,top-down,united states,egalitarian,medical,united states,positive,no,buzz
0.21,0.93,4,189,1,0,medium,16-Mar-09,04-Nov-13,31-Oct-17,consistent,sweden,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.72,0.63,4,251,0,0,medium,01-Oct-10,01-Dec-18,31-Dec-19,key talent,lebanon,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.41,0.56,2,121,0,0,medium,16-Mar-09,01-Apr-18,01-Apr-20,consistent,taiwan,hierarquical,denmark,egalitarian,regulatory affairs,sbu,positive,no,buzz
0.9,0.56,3,149,0,0,high,16-Mar-09,01-Jul-17,31-Dec-17,consistent,hungary,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.96,0.9,5,198,0,0,medium,27-Apr-09,25-Jul-11,03-Jan-16,key talent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.61,0.48,4,163,0,0,medium,09-Jul-12,00-Jan-00,29-Dec-14,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.6,0.8,4,222,0,0,medium,15-May-09,03-Oct-16,10-Feb-17,consistent,germany,consensual,denmark,egalitarian,operations,sbu,positive,no,buzz
0.5,0.76,2,107,0,0,high,22-May-09,02-Apr-12,00-Jan-00,consistent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.79,0.61,4,162,0,0,medium,01-Sep-09,00-Jan-00,02-Feb-15,well placed talent,germany,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.32,0.69,6,192,0,0,high,20-Jul-09,29-Jun-15,30-Jun-18,consistent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.59,5,236,0,0,low,13-Jul-09,27-Jan-14,00-Jan-00,consistent,germany,consensual,denmark,egalitarian,medical,sbu,positive,no,buzz
0.9,0.62,5,225,0,0,medium,28-Sep-09,28-Sep-09,31-May-18,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.74,0.54,4,167,0,0,medium,12-Oct-09,01-Nov-18,31-Oct-21,well placed talent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.5,0.76,6,219,1,0,medium,02-Oct-09,01-May-18,31-Dec-18,key talent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.91,0.61,3,255,0,0,medium,16-Nov-09,01-May-18,31-Dec-18,well placed talent,sweden,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.9,0.66,5,137,0,0,low,04-Jan-10,00-Jan-00,04-May-15,well placed talent,france,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.74,0.99,4,193,0,0,low,21-Apr-10,29-Aug-11,31-Aug-17,key talent,germany,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.76,0.75,3,239,0,0,low,01-Jan-11,03-Oct-11,30-Sep-14,key talent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.5,0.61,5,179,0,0,low,01-Oct-10,25-Mar-13,03-Mar-20,key talent,france,hierarquical,denmark,egalitarian,commercial,sbu,positive,no,buzz
